,id,products
188,10000095,93604739;93604740;93605482;93604748;4414807;93604714;4390794;93605236;93604711;93605653;93604609;93605651;93605726;93605742;93604980;93605843;93605848;93605849;93605850;93605851;93605852;93605854;93605855;93604791;93605573;93606102;93606103;93606104;93606105;93606198;93606239;93606240;93604616;93606893;93606894;93606921;93606916;93606901;93607052;93607782;93608316;93608313;93609852;93611036;93611037
189,10000096,93605502;93600663;93606115;93607813
190,10000098,93604620;93605273;93604609;93605305;93604623;93604748;93605304;93605651;93605790;93606198;93607884;93608208
191,10000100,93605562;93600395;93605588;93605589;93605594;93605605;93605606;93605607;93605609;93605610;93605611;93605613;93605615;93605616;93605617;93605618;93605620;93605622;93605623;93605626;93605628;93605629;93605631;93605632;93604940;5107410;93600999;5167697;93604932;93600639;93600663;93604498;4411707;4342809;93604736;93604734;93600397;93600399;93600401;93600426;93600430;93600432;93600437;93600438;93600440;93600419;93600422;93600423;93605570;93605648;93605646;93605649;93605650;4414807;93604714;93605653;9598298;93605731;93605665;93606135;93600424;93600435;93606141;93606142;93606143;93606144;93606145;93606148;93606149;93606138;93606150;93606151;93606162;93606197;93606263;93606264;93606284;93606285;93606300;93606302;93606303;93606304;93606305;93600535;93606308;93606309;93606310;93606311;93606312;93606313;93606314;93606315;93600934;93600933;93605316;93600932;93606405;93606429;93606430;93606739;93606762;93605460;93606770;93606771;93606786;93606788;93606791;93606792;93606797;93606798;93600572;93606887;93606888;93606890;93606897;93606898;93606905;93606906;93606907;93606908;93606909;93606910;93606911;93606919;93606920;93606904;93607852;93607853;93608099;93608170;93608179;93608184;93608223;93610410;93610477;93605816;93605835;93605836;93610946;93610945;93610947;93606105;93610960;93610969;93610970;93610980;93610981;93610982;93610993;93611001;93611002;93611003;93611004;93611005;93611006;93611007;93611008;93611009;93611036;93611037;93609128;93609963;93608274
192,10000101,93604403;93605601;93600889;93604399;93604391;93605160;93605159;93604398;93604390;93604402;93604396;93604401;93604400;93604397;93604389;93604388;93605635;93604404;93604405;93604406;93604408;93604409;93604410;93604411;93604418;93604412;93604413;93604414;93604419;93604420;93604421;93604422;93604423;93604425;93604376;93604377;93604378;93604380;93604379;93604381;93604382;93604385;93604383;93606135;93606404;93606904;93611030;93609036;93609221
193,10000102,93600724;93600723;93604399;93604391;93605160;93605159;93604398;93604390;93604402;93604396;93604401;93604400;93604397;93604389;93604388;93605635;93604404;93604405;93605815;93605909;93605910;93605912;93605913;93605990;93605993;93605994;93605995;93605996;93606013;93606014;93606015;93606016;93606204;93606597;93607271;93606901;93608439;93610450
194,10000103,93600724;93600723;93605990;93605993;93605994;93605995;93605996;93606015;93606016;93606162
195,10000104,93605634;93605637;93604498;93605658;93605659;93604798;93605888;93605914;93606018;93600043;93600042;93606019;93606020;93606021;93606833
196,10000105,93605568;93604246;93604247;93604244;93604245;5107410;93604319
197,10000106,9598298;57357;93604959;5869104;58433;93605693;57995;57400025;9411195;93605707;58221
198,10000107,58156;57800;93605710;93605707;93605711;93605002;93605003;57400091;93605006;93605596;93605008;93605065;93605819;93605825;93605826;93605829;93605830;93605846;93606199;93606242;57185
199,10000108,57800;93605707;93605712;93605691;93605713;93605714;93605718;93605818;93605817;93605833;93605834;93606192
200,10000109,93605763;93605583;93600798;93605943;93605944;93605945;93605946;93605947;93605948;93605949;93605951;93605952;93605953;93600872;93605955;93605579;93605585;93600800;93600760;93600750;93600862;93600816;93600828;93600841;93605957;93600757;93600822;93600837;93600846;93600857;93605959;93605960;93605961;93605919;93605918;93605962;93605963;93605965;93605966;93606011;93606012;93605862;93606176;93600053;93605941;93606523;93600878;93606535;93607214;93607215;93607254;93607255;93607452;93607518;93607524;93607882;93607883
201,10000110,93606376;93606404;93604420;93604419;93606105
202,10000111,93605023;93605743;93606251;93606252;93606253;93606256;93606257;93606258;5233597;93606355;93606356;93606408;93606425;93606433
203,10000112,93605583;93600798;93605943;93605944;93605945;93605946;93605947;93605948;93605949;93605951;93605952;93605953;93600872;93605955;93605579;93605584;93605585;93600800;93600760;93600750;93600808;93600862;93600816;93600828;93600841;93605957;93600768;93605958;93600757;93600822;93600837;93600846;93600857;93605959;93605960;93605961;93605919;93605918;93605962;93605963;93605965;93605966;93606014;93606013;93606176;93605941;93606409;93606523;93600878;93606535;93606572;93606706;93606775;93606778;93606806;93606807;93606922;93606923;93606924;93606925;93606926;93606927;93606928;93606929;93607214;93607215;93607256;93607452;93607512;93607513;93607882;93607883;93608144;93608232;93608233;93610756;93610757;93610752;93609129;93605085;93605088
204,10000113,93600902;93600903;93605776;93605777;93605778;93600910;93605353;93605355;93605356;93605357;93606348
205,10000114,93600906;93605780;93605781;93605782;93605783;93605785;93605786;93605787;93605788;93605176;93600911;93605301;93606418;93606424
206,10000115,93605781;93605785;93605782;93605783;93605787;93605786;93605788;93600906;93605780;93605176;93604809;93606737
207,10000116,93605781;93605785;93605782;93605783;93605787;93605786;93605788;93605780;93600906;93604805;93605176;93604802;93604809
208,10000117,93605777;93605778;93606564
209,10000119,93605777;93605778;93607509;93607894
210,10000120,93600506;93605824;93605823;93605822;93605821;93605820
211,10000122,93604810;10
212,10000123,93605893;93607031;93607054;93607055;93607058;93607059;93607060;93607061;93607062;93607063;93607064;93607093;93607094;93607095;93607096;93607097;93607098;93607099;93607100;93607101;93607102;93607103;93607104;93607105;93607106;93607107;93607108;93607144;93600297;93607765;93607766;93607768;93610735
213,10000124,93605892;93607109;93607110;93607112;93607113;93607114;93607115;93607116;93607117;93607118;93607119;93607120;93607121;93607122;93607123;93607764;93607767;93607769
214,10000125,93605891;93605920;93606065;93606267;93606031;93606283;93606435;93606449;93606490;93606510;93606948;93606989;93607032;93607039;93607042;93607046;93607081;93600313;93607205;93606980;93606832;93607210;93607485;93607510;93607999;93608000;93608001;93608107;93608377;93609779;93610469
215,10000126,93605118;93605119;93605121;93605120;93605923;93605122;93600046;93606151;93606150;93606138;93606005;93606576;93606577;93606578;93606579;93606580;93606582;93606583;93606584;93606585;93606586;93606932;93606933;93606934;93606935;93606936;93606937;93606938;93606939;93606940;93606941;93606943;93606944;93607892;93608173
216,10000127,93600802;93605935;93605936;93605937;93605938;93605939;93605940;93605941;93605942;93600770;2915307;93606927;93608157;93609129;93609128;93609130
217,10000128,93605916;93605991;93605990;93605993;93605994;93605995;93605996;93604969;93604968;93606008;93606009;93606011;93606012;93606013;93606014;93605763;93605297;93606015;93606016;93606162;93605809
218,10000129,93606082;93606084;93606089;93606090;93606092;93606093;93606094;93606095;93606097;93606246;93606277;93606422;93606427;93606428;93606472;93606473;93606474;93606475;93606479;93606480;93606484;93606486;93606491;93606500;93606501;93606511;93606561;93606570;93606571;93606692;93606697;93606695;93606693;93606691;93606688;93606703;93606711;93606949;93606954;93606958;93606964;93606999;93607000;93607001;93607004;93607005;93607006;93607007;93607009;93606998;93606996;93606995;93606994;93606993;93606992;93607010;93607011;93607013;93607014;93607015;93607019;93607020;93607021;93607022;93607023;93607024;93607025;93607026;93607027;93606955;93607066;93607067;93607068;93607069;93607070;93607136;93607137;93607138;93600322;93600601;93600282;93600285;93600283;93600296;93600109;93604518;93607141;93607142;93607143;93600166;93600093;93600089;93600088;93600087;93600086;93600085;93600080;93600079;93600078;93606085;93606086;93605221;93600094;93600075;93607175;93607176;93607177;93607178;93607179;93607180;93607181;93607182;93607183;93607184;93607185;93607186;93607187;93607188;93607189;93607190;93607191;93607192;93607193;93607194;93607195;93607196;93607197;93607198;93607199;93607200;93607201;93600130;93607203;93600135;93607258;93607260;93607261;93607262;93607263;93607428;93607490;93607493;93607510;93607601;93607602;93607603;93607604;93607605;93607606;93607607;93607608;93607609;93607610;93607611;93607612;93607613;93607614;93607615;93607616;93607617;93607618;93607620;93607621;93607622;93607626;93607628;93607629;93607630;93607631;93607632;93607633;93607634;93607635;93607636;93607637;93607638;93607639;93607640;93607641;93607642;93607643;93607644;93607645;93607646;93607648;93607649;93607650;93607651;93607652;93607653;93607654;93607655;93607751;93607931;93607933;93607934;93607935;93607936;93607937;93607938;93607939;93607940;93607941;93607942;93607943;93607944;93607945;93607946;93607948;93607949;93607959;93608098;93608108;93608181;93608337;93608338;93608339;93608340;93608348;93608364;93608365;93610436;93610437;93610438;93610439;93610441;93610442;93610460;93610461;93610462;93610943
219,10000130,93606160;93606173;93606176;93606179;93606180;93606187;93605675;93606192;93606193;93606194;93606195;93606196;93606197;93606199;93606201;93606202;93606203;93606220;93606221;93606303;93606336;93604936;93606383;93606382;93606380;93600981;93604232;93605568;93604244;93604245;93604246;93604247;93606426;93606422;93606427;93606428;93606561;93606597;93606734;93606735;93606739;93606740;93606741;93606742;93606743;93606744;93606745;93606746;93606747;93606748;93606749;93606751;93606752;93606754;93606755;93606756;93606757;93606758;93606759;93606760;93606305;93606762;93606763;93606765;93606766;93606767;93606768;93606770;93606771;93606772;93606774;93606775;93606778;93606013;93606014;93606779;93606780;93606781;93606783;93606784;93606785;93606786;93606787;93606788;93606789;93606790;93606791;93606792;93606793;93606795;93606796;93606797;93606798;93605502;93600808;93605958;93600768;93606806;93606807;93606824;93606826;93606872;93606874;93606875;93606880;93606881;93606882;93606883;93606884;93606886;93606887;93606888;93606889;93606890;93606891;93606894;93606896;93606897;93606898;93606905;93606906;93606907;93606908;93606909;93606910;93606911;93606912;93606913;93606914;93606904;93606915;93606879;93606878;93606877;93606899;93606916;93606918;93606919;93606920;93606921;93606922;93606923;93606924;93606925;93606926;93606927;93606928;93606929;93606930;93606931;93606932;93606933;93606934;93606935;93606936;93606937;93606938;93606939;93606940;93606941;93606943;93606944;93607052;93607071;93607241;93607242;93607243;93607244;93607271;93607510;93607853;93607854;93607882;93607883;93607884;93607891;93607545;93608123;93608130;93608135;93608136;93608137;93608160;93608161;93608162;93608163;93608164;93608166;93608167;93608175;93608176;93608177;93608178;93608208;93608211;93608212;93608213;93608214;93608215;93608216;93608217;93608218;93608219;93608220;93608221;93608222;93608223;93608225;93608226;93608227;93608228;93608229;93608230;93608232;93608233;93608235;93608236;93608237;93608238;93608240;93609036
220,10000131,93606176;93606187;93606518;93606538;93606760;93606791;93606792;93606793;93606796;93606795;93606797;93606798;93606523;93606524
221,10000132,
222,10000133,93604558;93605681;93605679;93604550;93605676;93605677;93605678;93605680;93605682;93606609;93606611;93606612;93606613;93606614;93606615;93606622;93606623;93606624;93606625;93606628;93606629;93606630;93606631;93606632;93606633;93606634;93606635;93606636;93606637;93606638;93606639;93606640;93606641;93606642;93606643;93606644;93606645;93606646;93606647;93606648
223,10000134,93605562;9598298
224,10000135,93605611;93605613;93605588;93605589;93606300;93605610;93600934;93600933;93605316;93600932
225,10000136,93605605;93605606;93605607;93606135;5107410;93600999;5167697;93606919;93606920
226,10000137,93604932;93604935;93600636;93600639;93605615;93600663;93606422;93606427;93606428
227,10000138,93606302;93605594;93604498;93606405;93606739
228,10000139,93605649;93605646;93606197;93606303;93606161;93606162;93605803;93608274
229,10000140,93600395;93600397;93600399;93600401;93605570;93606304;93600419;93600422;93600423;93600424;93600426;93600430;93600432;93600435;93600437;93600438;93600440;93606161;93606162;93605803;93606770;93606771;93606786;93606788;93606791;93606792;93606797;93606798;93600572;93606890;93607852;93607853;93611001;93611002;93611003;93611004;93611005;93611006;93611007;93611008;93611009;93608274
230,10000141,93606305;93600535;93606762;93605460
231,10000142,93605632;93605631;93605629;93605626;93605628;93605653;93606429;93606430;93606897;93606898;93606904;93608223
232,10000143,93605616;93605617;93605618;93606142;93606143;93606144;93606145;93606149;93606148;93609128
233,10000144,4342809;4411707;93604736;93604734;93606308;93606309;93606310;93606311;93606312;93606313;93606314;93606315
234,10000145,93605622;93605648;93606138;93606150;93606151;93605620;93605623;93606700;93606701
235,10000146,93607478;93607988;93607992;93608092;93608105;93608123;93608130;93608135;93608136;93608148;93608149;93608170;93608172;93608173;93608181;93608184;93608215;93608222;93608227;93608228;93608229;93608230;93608234;93608243;93608287;93608314;93608313;93608310;93609292;93610198;93608375;93608563;93610473;93610474;93610475;93610476;93610477;93610489;93604276;93604279;93607075;93608024;93608025;93608360;93605370;93610962;93610963;93610964;93610969;93610970;93611029;93609887;93611033;93611034;93611035;93608526;93608661;93608274;93610709;93611044
236,10000147,93607988;93608352;93611029;93604650;93609755
237,10000148,93606531;93608234;93610712
238,10000149,69200357;69200091;93606401;93606161;93605803;93600582;2525261;93607214;93607215;93608093;93608092;93608327;93609393;93610960;93610961;93608526
239,10000150,93607452;93609292;93609667;93609875;93609783
240,10000151,93605572;93606877;93607502;93608375;93608440;93610075
241,10000152,93606565;93606567;93606568;93606569;93608207;93608352;93609625;9988288;93609871;93609904;93609923;93609872;93608099;93607857;93610473;93610474;93610477;93608526;93609393;93604276;93604277;93604278;93604279;93604882;93607075;93608023;93608024;93608025;93608360;93605370;93610958;93610959;93610969;93610970;93610993;93604650;93606838;93604466;93604464;93604465;93604462;93604267;93604266;93600715;93604292;93604264;93604268;93605495;93609901;93609873;93609898;93605368;93606819;93608661;93609874
242,10000153,93604211;93604209;93606431;93606432;93606836;93607792;93610211;93610128;93606838;93606835;93604466;93604464;93604465;93604462;93607074;93609887
243,10000154,93606789;93606790;93606950;93608223;93608225;93608226
244,10000155,93600902;93600903;93600906;93600911;93600920;93600927;93600928;93600933;93600934;93604800;93604801;93604802;93604809;93604811;93604815;93604817;93605073;93605084;93605087;93605091;93605098;93605100;93605101;93605102;93605103;93605104;93605105;93605106;93600899;93605301;93605316;93605318;93605349;93605351;93605352;93605176;93600925;93605776;93605777;93605778;93600910;93605355;93605356;93605357;93605780;93605781;93605782;93605783;93605785;93605786;93605787;93605788;93605350;93606158;93605353;5265204;93605331;93605339;93606348;93605325;5164106;93605340;93605338;5261295;93605321;5251794;93606159;93605342;93605343;93600923;93604816;5174907;93606373;93606603;10;93606352;93606361;93606362;93606363;93606365;93606366;93606367;93606369;93606370;93606371;93606424;93606609;93606610;93606611;93606612;93606613;93606614;93606615;93606622;93606623;93606624;93606625;93606626;93606627;93606628;93606629;93606630;93606631;93606632;93606633;93606634;93606635;93606636;93606637;93606638;93606639;93606640;93606641;93606642;93606643;93606644;93606645;93606646;93606647;93606648;93606661;93606723;93606919;93606920;93607283;93608105;93608196;93611034;93611035;93609491
245,10000156,93604471
246,10000157,93606717;93608207;93608240;93608380;93607857;93610472;93610475;93610476;93610477;93610946;93610945;93610947;93610967;93610968;93610969;93610970;93609873
247,10000158,93606790;93608160;93608161;93608162;93608163;93608207;93608380;93610473;93610474;93610475;93610476;93610946;93610945;93610947;93610948;93610949;93610951
248,10000159,93606417;57185;58156;93610962;93611032
249,10000160,93606352;93606361;93606362;93606363;93606365;93606366;93606367;93606369;93606370;93606371
250,10000161,93606377;93605986
251,10000163,
252,10000164,
253,10000165,93600588
254,10000166,
255,10000167,
256,10000168,
257,10000169,93608248
258,10000170,93609036
259,10000171,93605809;93607813;93608197
260,10000172,
261,10000173,5107410;93606919;93606920
262,10000174,93607522
263,10000175,93606609;93606610;93606611;93606612;93606613;93606614;93606615;93606622;93606623;93606624;93606625;93606626;93606627;93606628;93606629;93606630;93606631;93606632;93606633;93606634;93606635;93606636;93606637;93606638;93606639;93606640;93606641;93606642;93606643;93606644;93606645;93606646;93606647;93606648
264,10000176,
265,10000177,93606603
266,10000178,93607521
267,10000179,93606157;93611034
268,10000180,93605605;93607854;93608008;93606156;93611035
269,10000181,93605606;93605607;93607735;93607737;93607839;93607872
270,10000182,93605611;93605613;93608105
271,10000183,
272,10000184,
273,10000185,
274,10000186,5167697
275,10000187,
276,10000188,
277,10000189,
278,10000190,93607894
279,10000191,
280,10000192,
281,10000193,93605610;93607509
282,10000194,93606253;93610479;93610480;93610481;93610482;93610483;93610484;93610485;93610486;93610487;93610488
283,10000195,93605615
284,10000196,93600663;93610497
285,10000197,93604932;93600639;93600635;93610488;93610489
286,10000198,
287,10000199,93608033
288,10000200,93606253
289,10000201,
290,10000202,
291,10000203,93608164;93608166;93608167;93608175;93608176;93608177;93608178;93608211;93608212;93608213;93608214
292,10000204,
293,10000205,
294,10000206,
295,10000207,93606774;93606182;93611029
296,10000208,
297,10000209,
298,10000210,
299,10000211,93608352
300,10000212,
301,10000213,93607993
302,10000214,
303,10000215,
304,10000216,
305,10000217,
306,10000218,
307,10000219,
308,10000220,
309,10000221,
310,10000222,
311,10000223,
312,10000224,
313,10000225,
314,10000226,
315,10000227,
316,10000228,
317,10000229,93609755
318,10000230,
319,10000231,93608352
320,10000232,
321,10000233,93605594
322,10000234,
323,10000235,
324,10000236,
325,10000237,
326,10000238,93606405;93606734;93606735;93606739;93607842;93608234;93610709;93610712
327,10000239,
328,10000240,
329,10000241,
330,10000242,
331,10000243,
332,10000244,93606253
333,10000245,93606916;93606921;93607271;93610194
334,10000246,93605629;93605631;93605632;93607782
335,10000247,93608150;93608157;93608174;93609852
336,10000248,93610496;93609036
337,10000249,
338,10000250,93605616;93610410
339,10000251,93605617;93605618;93605626;93605628;93606572;93606598;93607254;93607255;93607256;93608157;93610758;93610753;93610831;93610832;93608202;93608201;93608200;93610752
340,10000252,4411707;4342809;93604736;93604734;93607590;93607884;93608208;93608242
341,10000253,
342,10000254,
343,10000255,93607271;93610960;93610961
344,10000256,
345,10000257,93608327
346,10000258,
347,10000259,
348,10000260,
349,10000261,
350,10000262,93607214;93607215
351,10000263,
352,10000264,
353,10000265,
354,10000266,
355,10000267,
356,10000268,
357,10000269,93609667
358,10000270,
359,10000271,93609292;93609875
360,10000272,
361,10000273,
362,10000274,
363,10000275,
364,10000276,
365,10000277,
366,10000278,93606775;93606778
367,10000279,
368,10000280,93607452;93610417;93610759
369,10000281,
370,10000282,
371,10000283,
372,10000284,
373,10000285,
374,10000286,
375,10000287,93606833;93607989;93608130;93608135;93608136;93608171;93608172;93608179;93608184;93608185;93608186;93608215;93608222;93608227;93608228;93608229;93608230;93608235;93608236;93608237;93608238;93610198;93608563;93610971;93610972;93610973;93610974;93610975;93610979;93610985;93610986;93610987;93610988;93610989;93610990;93610994;93610995;93610996;93610998;93610999;93611000;93611001;93611002;93611003;93611004;93611005;93611006;93611007;93611008;93611009;93611016;93611017;93611018;93611019;93611020;93611022;93611023;93611024;93611025;93611026;93611027;93611028;93611044
376,10000288,93600523;93600515;93600517;93600514;93600525;93600511;93600435;93600513;93600520;93606538;93600587;93606546;93606547;93606548;93606549;93606550;93606551;93606552;93606553;93606555;93606556;93606557;93606558;93604439;2525261;93606488;93608123;93608137;93608170;93610955;93610956;93610957;93610980;93610981;93610982;93611010;93611011;93611012;93611013;93611014;93611015;93611033;93608274;93604440
377,10000289,93608031;93608210;93608216;93608217;93608218;93608219;93608220;93608221;93608239;93604356;93608671;93610963;93610964
378,10000290,93600401;93600432;93600440;93600423;93606771;93606772;93606785;93606786;93606787;93606788;93606793;93608235;93608236;93608237;93608238;93611001;93611002;93611003;93611004;93611005;93611006;93611007;93611008;93611009
379,10000291,93600399;93600430;93600438;93600422;93606770;93608171;93608172;93608215;93608222
380,10000292,93606913
381,10000293,93606912;93606833;93608130;93608135;93608136;93608179;93608184;93608227;93608228;93608229;93608230;93611016;93611017;93611018;93611019;93611020;93611022;93611026;93611027;93611028
382,10000294,93600397;93600426;93600437;93600419;93606833;93608179;93608185;93608186;93610198;93610985;93610986;93610987;93610988;93610989;93610990;93610994;93610995;93610996;93610998;93610999;93611000;93611016;93611017;93611018;93611019;93611020;93611022;93611023;93611024;93611025;93611026;93611027;93611028
383,10000295,93610994;93610995;93610996
384,10000296,93608181;93611044
385,10000297,
386,10000298,93608181;93611016;93611017;93611018;93611019;93611020;93611022;93611026;93611027;93611028
387,10000299,
388,10000300,
389,10000301,
390,10000302,
391,10000303,93607846;93607889;93608210
392,10000304,
393,10000305,
394,10000306,93608216;93608217;93608218;93608219;93608220;93608221
395,10000307,
396,10000308,93608239;93604356
397,10000309,93610963;93610964
398,10000310,
399,10000311,
400,10000312,93605622;93606740;93606741;93606742;93606743;93606753;93606754;93606755;93606756;93606763;93606765;93607325;93609128
401,10000313,93606877
402,10000314,93607516;93607545;93607502;93608369;93608370;93608440;93610075
403,10000315,93605620;93605623
404,10000316,93608375
405,10000317,
406,10000318,93606896;93606897;93606898;93606905;93606906;93606907;93606908;93606909;93606910;93606911;93606912;93606913;93606914;93606915;93606918;93609432
407,10000319,93606860
408,10000320,
409,10000321,93604940;93604941;93607034
410,10000322,93610450;93610455
411,10000323,93610455
412,10000324,
413,10000325,9988288;93608099;93605370;93610969;93610970;93610993;93604292
414,10000326,
415,10000327,93608023;93608024;93608360;93609393;93604276;93604277;93604278;93604279;93604882;93607075;93608025;93605370;93604503;93608526;93605368;93606819;93608661;93610993;93608574
416,10000328,93605609;93604267;93604266;93604264;93604268
417,10000329,93609871;93609872;93610477;93609873;93609898
418,10000330,
419,10000331,
420,10000332,93604292
421,10000333,93604466;93604464;93604465;93604462
422,10000334,93606565;93606567;93606568;93606569
423,10000335,93609904;93609923;93610468;93606838;93606835;93604650
424,10000336,
425,10000337,93608207;93609054;93608099;93610473;93610474;93610477;93610969;93610970;93610993;93609887;93604292;93605495;93609901;93609783;93609874
426,10000338,
427,10000339,93607074
428,10000340,93606838
429,10000341,93610211
430,10000342,93604209
431,10000343,93604498
432,10000344,93600999
433,10000345,
434,10000346,
435,10000347,
436,10000348,93604498;93607847
437,10000349,
438,10000350,57185;58156;93611032
439,10000351,93607851
440,10000352,93605562
441,10000353,
442,10000354,93608207
443,10000355,93610967;93610968
444,10000356,93608240
445,10000357,
446,10000358,
447,10000359,
448,10000360,
449,10000361,
450,10000362,93608160;93608161;93608162;93608163
451,10000363,93610473;93610474
452,10000364,
453,10000365,
454,10000366,93607891
455,10000367,
456,10000368,
457,10000369,93600395;93600435;93607751;93607852;93608137;93608246;93608265;93610955;93610956;93610957;93611013;93611014;93611015;93611033;93608274
458,10000370,93600523;93600515;93600517;93600514;93600525;93600511;93600513;93600520;93606538;93611010;93611011;93611012
459,10000371,
460,10000372,
461,10000373,93600587;93606546;93606547;93606548;93606549;93606550;93606551;93606552;93606553;93606555;93606556;93606557;93606558;93604439;93608170;93610980;93610981;93610982
462,10000374,93606305;93606762;93610983;93609149;93610984;93610991;93610992
463,10000375,
464,10000376,93605588;93605589;93605087;10;93605073;93605084;93606352;93606361;93606362;93606363;93606365;93606366;93606367;93606369;93606370;93606371;93606424;93606622;93606623;93606624;93606625;93606626;93606627;93606628;93606629;93606630;93606631;93606639;93606640;93606641;93606642;93606643;93606644;93606645;93606646;93606647;93606648
465,10000377,93604502;93607792
466,10000378,93606700;93606701
467,10000379,93606757;93606758;93606759;93606752;93606751;93606749;93606763;93606765;93606766;93606767;93606768;93606770;93606771;93606772;93606779;93606780;93606781;93606783;93606784;93606785;93606786;93606787;93606788
468,10000380,93600808;93605943;93605618;93605617;93605935;93605616;93600760;93606519;93606526;93604414;93607524
