,id,products
30,10027,93604415;93600055;93605172;93605270;93604370;93600401;93605936;93605962;93605974;93605976;93605979;93605980;93605981;93605982;93606018;93600043;93600042;93606021;93605070;93604403;5076309;93604732;93604380;93604733;93606080;93606081;93604865;93606083;2525256;93606290;93606292;93606294;93606096;93606295;93606296;93606317;93600151;93606318;93606319;93606320;93606321;93606322;93606325;93606326;93606327;93606337;93606338;93606339;93604496;93605090;93606407;93605941;93600590;93600757;93606016;93606435;93600982;93600998;93606490;93606291;93606097;93606541;93606542;93605809;93606084;93605970;93606091;93606082;93606093;93606473;93606098;93605972;93606668;93606571;93604950;93604949;93606573;93606669;93605859;93605864;93606727;93605088;93600393;93600394;93600387;93606952;93606951;93606956;93606960;93606961;93606963;93606674;93606965;93606684;93606095;93606972;93606971;93606667;93606976;93606950;93606977;93606979;93606975;93606982;93606983;93606678;93606675;93606984;93606985;93606686;93606986;93606987;93606988;93606990;93600445;93607012;93606484;93606681;93607029;93600924;93607034;93605076;5025004;93607036;93607037;93607040;93607042;93605154;93605226;93605685;93606981;93607057;93607079;93607080;93607081;93600915;93607207;93606495;93606676;93606476;93606477;93606485;93606489;93606493;93606494;93606496;93606497;93606679;93606492;93606967;93606970;93600168;93600173;93606538;93607384;93607385;93607386;93607387;93607388;93606486;93600285;93607038;93606482;93606954;93606957;93606683;93606687;93606969;93606959;93600129;93606459;93606454;93607418;93607419;93607420;93607421;93607423;93607425;93607426;93607412;93607427;93607428;93607429;93607430;93607431;93607432;93607434;93607435;93607436;93607437;93607438;93607439;93607440;93607441;93607442;93607443;93607444;93607445;93607457;93607458;93607459;93607460;93607461;93607462;93607464;93607469;93607470;93607471;93607472;93607476;93607477;93607487;93607488;93600712;93600700;93607502;93607764;93607766;93607768;93607769;93607813;93607397;93607401;93607817;93607832;93607405;93607833;93607399;93607840;93600088;93607065;93607895;93607896;93607546;93606516;93608031;93608074;93608077;2525271;93608078;93607410;93600693;93608080;93608081;93608082;93607604;2525277;93608072;93608084;93608139;93608157;93608047;93607820
31,10029,2525269;2525271;2525272;2525274;2525275;2525277;2525280;2525283;2525284;2525285;2525286;2525287;2525294;2525295;2525296;2525297;2525299;2525300;2525302;2525303;2525304;2525305;2525306;2525307;2525308;2525309;2525310;2525311;2525312;2525313;2525314;2525315;2525289;2525290;2525291;2525292;93600322;93604511;93604523;93604891;93605459;93605480;93605561;93605986;93606084;93606087;93606088;93606244;93606276;93606277;93605970;93606321;93606325;93606326;93606337;93606338;93606339;93606377;93606378;93606379;93606381;93606384;93606385;93606387;93606388;93606389;93606390;93606395;93606396;93606473;93606472;93606486;93606703;93606702;93606286;93607124;93607127;93607129;93600068;93606386;93606279;93607131;93607135;93607136;93607137;93607138;93600601;93600282;93600086;93600085;93600080;93600079;93600078;93606085;93606086;93605221;93600094;93600075;93600246;93600247;93607260;93607263;93607389;93607390;93607394;93607395;93607396;93607398;93607399;93607400;93607401;93607402;93607405;93607409;93607410;93607411;93607412;93607413;93607421;93607422;93607423;93607426;93607427;93607429;93607432;93607446;93607447;93607448;93607458;93607459;93607460;93607461;93607462;93607464;93607472;93607473;93607480;93605978;93607490;93607586;93607596;93607716;93607604;93607627;93607628;93607655;93607738;93607606;93607816;93607817;93607818;93607819;93607820;93607821;93607824;93607831;93607832;93607834;93607840;93607895;93607991;93607994;93608045;93608046;93608047;93608048;93608049;93608050;93608054;93608055;93608056;93608057;93608058;93608071;93608077;93608078;93608079;93608080;93608081;93608082;93608086;93608111;93608116;93610214;93610218;93610223;93610225;93610227;93610231;93610232;93610233;93610236;93610238;93610241;93608416;93608558;93610243;93610432;93610434;93610435;93610444;93610456;93610457;93610458;93610466;93610494;93610538
32,10030,2525272;2525275;2525280;2525284;2525285;2525286;2525287;93600064;93600065;93600067;93600068;93600069;93604523;93604702;93605270;93606082;93606083;93606088;93606246;93606276;93606277;93606377;93606378;93606379;93606381;93606384;93606385;93606386;93606570;93606677;93606279;93606280;93606286;93607124;93607127;93607129;93607130;93607458;93607460;93605978;93607738;93607895;93607991;93607994;93607820;93608416;93610494
33,10031,2525316;2525317;2525318;2525319;2525321;2525322;93606266;2525256;93607132;93607131;93607133;93607134;93607135;93600283;93600296;93600109;93604518;93607141;93607142;93607143;93600576;93600081;93607392;93607840;93610243;93610444
34,10032,93600692;93600693;93600698;93600699;93600700;93600702;93600704;93600705;93600706;93600707;93600708;93600709;93600711;93600712;93600530;93604511;93605387;93605497;93604498;93605690;93605985;93606514;93606515;93606516;93607250;93607257;93607307;93607469;93607470;93607471;93607487;93607488;93607526;93607587;93607772;93607773;93607774;93607775;93607777;93607778;93607779;93607780;93605857;93607858;93607896;93607902;93607953;93607973;93607978;93607979;93607980;93607981;93607982;93607983;93607984;93607985;93608034;93608035;93608036;93608037;93608038;93608083;93608072;93608039;93608103;93608139;93610261;93610199;93610204;93608759;93610414;93608757;93610436;93610437;93610438;93610439;93610441;93610442;93610465;93610490;93608512
35,10033,93600070;93600071;93600072;93600073;93600074;93600076;93600081;93600082;93600083;93600084;93600087;93600088;93600089;93600091;93600092;93600093;93600096;93600097;93600098;93600099;93604511;93605514;93607065;93607066;93607067;93607068;93607069;93607070;93607133;93600167;93600166;93600169;93600175;93607392;93607588;93607603;93608052;93608070;93610308;93610446
36,10034,93604519;93604520;93600355;93604891;93605270;93605468;93605470;93605471;93605472;93605473;93605474;93605986;93606084;93606090;93606091;93606244;93606083;93606276;93606277;93605970;93606321;93606322;93606325;93606326;93606327;93606328;93606337;93606338;93606339;93606378;93606379;93606381;93606384;93606385;93606388;93606396;93606454;2525256;93606471;93606472;93606473;93606474;93606475;93606477;93606479;93606480;93606485;93606486;93606489;93606491;93606492;93606493;93606494;93606495;93606496;93606497;93606499;93606500;93606501;93606541;93606542;93606570;93606669;93606703;93606702;93606377;93606710;93600084;93606951;93606956;93606962;93606963;93606674;93606965;93606966;93606967;93606970;93606971;93606667;93607124;93607127;2525275;2525286;93606086;93606476;93606679;93600169;93600175;93605459;93607258;93607260;93607263;93607352;93607389;93607390;93607394;93607395;93607396;93607398;93607399;93607400;93607401;93607402;93607405;93607409;93607410;93607411;93607412;93607413;93607418;93607419;93607420;93607421;93607422;93607423;93607426;93607427;93607429;93607430;93607431;93607432;93607434;93607435;93607436;93607437;93607438;93607441;93607442;93607443;93607444;93607445;93607446;93607447;93607448;93607458;93607459;93607460;93607461;93607462;93607464;93607472;93607473;93607477;93607480;93605978;93607490;93607586;93607588;93607596;93607733;93607716;93607603;93607604;93607607;93607614;93607627;93607628;93607638;93607639;93607640;93607641;93607642;93607643;93607644;93607645;93607647;93607655;93607656;93607606;93607657;93607658;93607659;93607660;93607661;93607662;93607663;93607664;93607665;93607666;93607668;93607755;93607753;93607754;93607756;93607757;93607765;93607766;93607768;93607816;93607817;93607818;93607819;93607820;93607821;93607824;93607831;93607832;93607834;93607840;93608045;93608046;93608047;93608048;93608049;93608050;93608052;93608054;93608055;93608056;93608057;93608058;93608059;93608060;93608061;93608070;93608071;93608077;93608078;93608079;93608080;93608081;93608082;93608085;93608086;93608108;93608111;93608116;93608337;93608338;93608339;93608340;93608348;93610214;93610218;93610223;93610225;93610227;93610229;93610231;93610232;93610233;93610239;93610236;93610258;93610234;93610237;93610238;93610263;93610241;93608416;93608877;93608710;93608709;93610364;93606982;93610428;93608691;93608558;93610431;93610432;93610434;93610435;93610444;93610446;93610456;93610457;93610458;93610463;93610464;93610466;93610495;93610536;93610537;93610538;93611038;93611039;93611040;93608894;93610914;93611042;93610898;93610897
37,10035,93600102;93600103;93600104;93600105;93600106;93600107;93600108;93600110;93600111;93600112;93600113;93600114;93600115;93600116;93600117;93600118;93600119;93600120;93600121;93600122;93600124;93600125;93607011;93607010;93609083;93610430;93609177;93607018
38,10036,93600314;93600317;93600318;93600319;93600320;93600321;93605372;93605507;93605537;93606003;93606037;93606045;93606093;93606094;93606096;93606097;93606098;93605975;93606291;93606290;93606292;93606294;93606295;93606296;93606317;93606318;93606319;93606320;93606459;93606460;93606461;93606484;93600165;93605972;93600140;93606711;93606712;93606025;93606949;93606952;93606954;93606955;93606958;93606959;93606964;93606684;93606968;93606969;93606687;93606973;93606974;93606095;93606394;93607201;93600128;93600130;93600134;93600126;93600129;93600131;93607203;93600135;93600168;93600173;93605459;93607260;93607261;93607262;93607263;93607361;93607362;93607360;93607359;93607384;93607385;93607386;93607387;93607388;93607406;93607407;93607408;93607397;93607414;93607466;93606681;93607029;93606683;93607457;93607585;93607601;93607602;93607605;93607607;93607614;93607619;93607626;93607629;93607630;93607631;93607632;93607633;93607634;93607635;93607636;93607637;93607646;93607648;93607649;93607650;93607651;93607652;93607653;93607654;93607667;93607669;93607670;93607671;93607672;93607673;93607674;93607675;93607676;93607677;93607764;93607767;93607678;93607679;93607680;93607769;93607822;93607823;93607830;93607833;93607954;93607955;93607956;93607957;93607958;93608073;93608074;93608076;93608101;93608104;93608364;93608365;93610407;93610408;93610215;93610219;93610221;93610222;93610224;93610226;93610228;93610230;93610253;93610235;93610242;93609333;93609109;93610334;93610433;93610443;93610445;93610447;93610459
39,10037,93600145;93600165;93600168;93600170;93600171;93600172;93600173;93600176;93600177;93600180;93607601;93607954;93607955;93607956;93607957;93607958;93610308;93610334;93610445
40,10038,93600163;93600164;93606003;93606037;93610443
41,10039,93600126;93600127;93600128;93600129;93600130;93600131;93600133;93600134;93600136;93600137;93600138;93600139;93600140;93600141;93600142;93606025;93606045;93605972;93606711;93606712;93607201;93607457
42,10040,93600126;93600127;93600128;93600129;93600130;93600131;93600133;93600134;93600135;93600142;93600143;93600146;93600147;93600148;93600149;93600150;93600151;93600152;93600154;93600155;93600156;93600157;93600158;93600159;93600160;93600161;93600153;93600321;93605372;93605459;93605537;93606025;93606093;93606096;93605975;93606292;93606295;93606461;93606460;93605972;93607201;93606394;93607260;93607262;93607263;93607406;93607407;93607408;93607397;93607414;93607466;93607585;93607602;93607605;93607626;93607648;93607822;93607823;93607830;93607833;93607899;93608073;93608076;93608101;93608104;93610215;93610219;93610221;93610224;93610226;93610228;93610230;93610253;93610242;93610433;93610443;93610447;93610459
43,10043,93605274;93605275;93605276;93605277;93605278;93605279;93605280;93605281;93605282;93605284;93605285;93605286;93605287;93606691;93606692;93606693;93606695;93606697;93606698;93606704;93606705;93606709;93606992;93606993;93606994;93606995;93606996;93606998;93606999;93607000;93607001;93607004;93607005;93607006;93607007;93607009;93607010;93607011;93607013;93607014;93607015;93607018;93607019;93607020;93607021;93607022;93607023;93607024;93607025;93607026;93607027;93607931;93607932;93607933;93607934;93607935;93607936;93607937;93607938;93607939;93607940;93607941;93607942;93607943;93607944;93607945;93607946;93607947;93607948;93607949;93609083;93610430;93609177;93610498;93610499;93610500;93610501;93610502;93610503;93610504;93610505;93610506;93610507;93610508;93610509;93610510;93610511;93610512;93610513;93610514;93610515;93609057
44,10044,93600181;93600182;93600183;93600184;93600185;93600186;93600187;93600188;93600189;93600190;93600191;93600192;93600193;93600194;93607013
45,10045,93600304;93600309;93600312;93606092;93600244;93606444;93606446;93606453;93606471;93606511;93606561;93606699;93606729;93606730;93606731;93606732;93606733;93607083;93607217;93607219;93607223;93607224;93607225;93607226;93607227;93607228;93607229;93607231;93607232;93607233;93607234;93607235;93607236;93607237;93607238;93607239;93607240;93607245;93607246;93607247;93607248;93607277;93607360;93607361;93607492;93607552;93607554;93607557;93607560;93607561;93607562;93607564;93607565;93607566;93607569;93607570;93607571;93607572;93607573;93607574;93607577;93607578;93607579;93607559;93607608;93607609;93607610;93607611;93607612;93607613;93607614;93607615;93607616;93607617;93607618;93607619;93607620;93607621;93607622;93607825;93607826;93607910;93607911;93607912;93607913;93607914;93607915;93607916;93607918;93607919;93607920;93607921;93607922;93607923;93607924;93607925;93607926;93607959;93608062;93608063;93608064;93608065;93608066;93608067;93608068;93608069;93608084;93608100;93608324;93608325;93608326;93608334;93608335;93608336;93610173;93610175;93610176;93610178;93610179;93610180;93610181;93610182;93610183;93610184;93610185;93610186;93610187;93610188;93610189;93610205;93610212;93610190;93610191;93610192;93610213;93609329;93609326;93609083;93610430;93610460;93610461;93610462;93610491;93610498;93610499;93610500;93610501;93610502;93610503;93610504;93610505;93610506;93610507;93610508;93610509;93610510;93610511;93610512;93610513;93610514;93610515;93609057;93610942;93610884;93610586;93610882;93610896;93611041;93610897;93610843;93610868
46,10046,93606092;93606471;93606571;93606573;93607609;93607610;93607611;93607620;93610586;93610549;93610843
47,10047,93600253;93600254;93600255;93600256;93600257;93600258;93600259;93600260;93600261;93600262;93600263;93600265;93606444;93607083;93607175;93607176;93607177;93607178;93607179;93607180;93607181;93607182;93607183;93607184;93607185;93607186;93607187;93607188;93607493;93607612
48,10048,93600233;93600230;93600231;93600639;93604933;93606422;93606427;93606428;93606511;93606512;93600635;93604935;93607277;93608033;93608318;93608319;93608320;93608321;93608322;93608324;93608325;93608326
49,10049,93606453;93606699;93607223;93607224;93607225;93607226;93607227;93607228;93607229;93607231;93607232;93607233;93607234;93607235;93607236;93607237;93607238;93607239;93607240;93607245;93607246;93607247;93607248;93607492;93607552;93607554;93607557;93607560;93607561;93607562;93607564;93607565;93607566;93607569;93607570;93607571;93607572;93607573;93607574;93607577;93607578;93607579;93607559;93607613;93607618;93607621;93607622;93607910;93607911;93607912;93607913;93607914;93607915;93607916;93607918;93607919;93607920;93607921;93607922;93607923;93607924;93607925;93607926;93608062;93608063;93608064;93608065;93608066;93608067;93608068;93608069;93608100;93608334;93608335;93608336;93610205;93609329;93609326;93610491;93610877;93610884;93610882;93610896;93611041;93610914;93611042;93610898;93610897;93610868
50,10050,93600197;93600198;93600199;93600200;93600201;93600203;93600204;93600205;93600206;93600207;93600208;93600209;93600210;93600211;93606571;93607609;93607611;93610549;93610843
51,10051,93600212;93600213;93600214;93600215;93600216;93600217;93600218;93606573;93607620
52,10052,93600234;93600235;93600236;93600238;93600239;93600240;93600241;93600242;93600243;93600304;93600309;93600312;93604945;93604946;93604947;93604948;93604949;93604950;93604951;93604952;93604953;93604954;93604955;93604956;93604957;93604958;93607084;93607085;93607086;93607087;93607088;93607089;93607090;93607091;93607092;93607189;93607190;93607191;93607192;93607193;93607194;93607195;93607196;93607197;93607198;93607199;93607200;93607217;93607219;93607220;93607615;93607616;93607617;93607825;93607826;93607959;93608084
53,10053,93600224;93600225;93600226;93600227;93600228;93600229;93600230;93600231;93600233;93600639;93604933;93605546;93605547
54,10054,93600219;93600220;93600221;93600222;93600223;93606511;93606512;93608318;93608319;93608320;93608321;93608322
55,10055,93600245;93600248;93600249;93600250;93600251;93600252;93607608
56,10056,93600284;93600303;93600304;93600306;93600307;93600308;93600309;93600310;93600311;93600312;93600314;93600317;93600318;93600319;93600320;93600321;93600323;93600325;93600326;93600327;93600328;93600329;93600330;93600336;93600340;93600341;93600342;93600343;93600344;93600345;93600346;93600347;93600348;93600349;93600350;93600351;93600352;93600353;93600354;93600355;93600356;93600357;93600358;93600359;93600528;93600530;93600543;93600547;93600548;93600550;93600555;93600556;93600557;93600558;93600559;93600562;93600560;93600561;93600563;93600575;93600578;93600579;93600581;93600600;93600603;93600605;93600713;93600717;93600718;93604523;93604891;93604893;93605270;93604520;93605294;93605507;93605974;93605976;93605979;93605980;93605981;93605982;93606083;93606291;93606290;93606292;93606294;93606096;93606295;93606296;93606317;93600151;93606318;93606319;93606320;93606321;93606322;93606325;93606326;93606327;93606337;93606338;93606339;2525256;93606084;93605970;93606091;93606093;93606473;93606098;93605972;93606668;93606670;93606671;93606672;93606674;93606675;93606571;93604950;93604949;93606573;93606676;93606669;93606677;93606678;93606679;93606952;93606957;93606951;93606956;93606960;93606961;93606963;93606965;93606684;93606095;93606972;93606971;93606667;93606976;93606977;93606979;93606975;93606982;93606983;93606984;93606985;93606686;93606986;93606987;93606988;93606990;93607012;93606484;93606681;93607029;93607036;93607037;93607040;93607066;93607067;93607068;93607069;93607070;93607207;93606495;93606476;93606477;93606485;93606489;93606493;93606494;93606496;93606497;93606492;93606967;93606970;93600168;93600173;93607384;93607385;93607386;93607387;93607388;93606486;93600285;93607038;93606482;93606954;93606683;93606687;93606969;93606959;93600129;93606459;93606082;93606454;93607392;93607418;93607419;93607420;93607421;93607423;93607425;93607426;93607412;93607427;93607428;93607429;93607430;93607431;93607432;93607434;93607435;93607436;93607437;93607438;93607439;93607440;93607441;93607442;93607443;93607444;93607445;93607457;93607458;93607459;93607460;93607461;93607462;93607464;93607472;93607473;93607476;93607477;93607764;93607765;93607766;93607767;93607768;93607769;93607738;93607817;93607834;93607840;93608045;93608046;93608047;93608048;93608049;93608050;93608052;93608071;93608074;93608076;93608077;2525271;93608078;93607410;93608080;93608081;93608082;93607604;2525277
57,10058,93600038;93600046;93600047;93600049;93600040;93600042;93600043;93600050;93600056;93600055;93600270;93600271;93600272;93600273;93600274;93600275;93600592;93604415;93604964;93604981;93604984;93604985;93605172;93605059;93604772;93605512;93600960;93604231;93604370;93600401;93605936;93605962;93606018;93606021;93605070;93604403;5076309;93604732;93604380;93604733;93606080;93606081;93604865;93606177;93606332;93606336;93606380;93606382;93604496;93605090;93606407;93605941;93600590;93600757;93606016;93606435;93604282;93600982;93600998;93606490;93605809;93606727;93605859;93605864;93605088;93606824;93606826;93600393;93600394;93600387;93606950;93600924;93607034;93605076;5025004;93607042;93605154;93605226;93605685;93606981;93607057;93607079;93607080;93600915;93606538;93607510;93607516;93607891;93607893;93605767;93606737;93607973;93607980;93600412;5192801
58,10060,93600364;93600365;93600369;93600467;93600379;93600383;93600384;93600385;93600386;93600389;93600393;93600394;93600397;93600402;93600403;93600406;93600407;93600410;93600414;93600415;93600416;93600417;93600419;93600433;93600434;93600436;93600437;93600441;93600442;93600445;93600449;93600450;93600464;93600472;93600374;93600375;93600481;5076309;93605570;93605571;93600376;93600456;93600462;93600463;93600465;93600469;93600473;93600478;93600479;93600480;93600485;93600489;93600490;93600527;93600491;93600497;93605661;93605663;93605824;93605821;93605820;93605664;93605897;93606081;93604688;93604689;93604687;93606263;93606264;93600426;93606766;93606767;93606768;93606779;93606780;93606781;93606783;93606784;93606791;93606792;93606795;93606796;93606797;93606798;93606912;93606913;93607989
59,10061,93609129;93609128;93609036;93609130;93609221
60,10062,93600498;93600500;93600506;93600509;93600510;93600366;93600377;93600387;93600395;93600408;93600418;93600424;93600435;93600443;93605569;93600453;93600468;93600474;93600483;93606187;93606757;93606758;93606759;93606760;93606890;93606889;93606891;93607852;93608149
61,10063,93600511;93600513;93600514;93600515;93600517;93600520;93600523;93600525;93606538;93610737
62,10064,93600366;93600369;93600370;93600371;93600372;93600373;93600374;93600375;93600376;93600532;93600510;3484009;93604382;93604391;93604399;93604408;93604409;93604410;93604411;93604412;93604714;93600520;93605600;5869104;93605836;93605843;2872010;93600802;93600798;93606164;93606274;93606521;93600768;93606144;93606142;93606143;93607524;93609129;93609128;93609036;93609130;93609221
63,10065,93600377;93600379;93600380;93600382;93600383;93600384;93600385;93600386;93600531;93600511
64,10066,93600387;93600389;93600390;93600391;93600392;93600393;93600394
65,10067,93600395;93600397;93600399;93600400;93600401;93600402;93600403;93600535;3377809;93604429;93604431;93604440;93604441;93605079;93605070;93605596;93605834;93606221;93605623;93606557
66,10068,93600406;93600407;93605569;93605570;93605571;93605582;93605579;93605583;93605584;93605585;93605653;93605742;93605844;93605109;93606202;93606203;93606204
67,10069,93600408;93600410;93600411;93600412;93600413;93600414;93600415;93600416;93600417;93600533;93600534
68,10070,93600418;93600419;93600422;93600423;93601002;93605464
69,10071,93600424;93600426;93600430;93600431;93600432;93600433;93600434;3393009;93604390;93604398
70,10072,93600435;93600436;93600437;93600438;93600439;93600440;93600441;93600442
71,10073,93600443;93600445;93600446;93600447;93600448;93600449;93600450;93600536;93600509;93604392;93604395;93604400;93604401;93604423;93600517;93605741;93605848;93605941;93605942;93605949;93605951;93600841;93600851;93600846;93600857;93606535;93606536
72,10074,93600456;93600459;93600460;93600461;93600462;93600463;93600464;93600465;93600365;93600453;93600523
73,10075,93604425;4414807;93605938;93600862;93606530;93606166;93606141;93606145;93606148;93606149;93605946;93606522;93606806
74,10076,93600468;93600469;93600470;93600471;93600472;93600473;93600513;93606281
75,10077,93600474;93600476;93600477;93600478;93600479;93600480;93600481;93604249;93600525
76,10078,93600483;93600485;93600486;93600487;93600488;93600489;93600490;93600527;3458609;93604397;93600515;93605740;93605816;93605849;93605854;93605855
77,10079,93600491;93600494;93600495;93600496;93600497
78,10080,93600537;93600539;93600564;93600567;93600571;69200357;93604272;93604392;93604395;93600573;93600722;93600739;93605142;93605143;93605144;93605145;93605146;93605147;93605148;93605149;93605150;93605151;93605152;93605153;93605154;93605155;93605156;93605067;93605209;93605297;93605502;93605544;93605990;93605916;93605991;93605993;93605994;93605995;93605996;93604969;93604968;93606008;93606009;93606011;93606012;93606013;93606014;93605763;93606015;93606016;93606115;93606162;93605809;2525261;93607478;93607813;93607990;93608091;93608092;93608113;93608197;93608248;93610206;93608428;93610960
79,10081,93600572;93600531;93600535;93600533;93600534;93600536;93600532;93604452;93604454;93604455;93604456;93604457;93604458;93604459;93604460;93604902;93605126;93605460;93606887;93606888
80,10083,93600580;93605096;93605099;93605843;93605848;93605849;93605850;93605851;93605852;93605854;93605855;93604980;93604791;93606790
81,10084,93600632;93600633;93600634;93600635;93600636;93600637;93600638;93600640;93600641;93600642;93600643;93600644;93600648;93600649;93600650;93600652;93600653;93600654;93600631;93600655;93600656;93600657;93600658;93600659;93600660;93600661;93600662;93600664;93600665;93600668;93600669;93600670;93600671;93600672;93600673;93600674;93600675;93600676;93600677;93600678;93600679;93600680;93600681;93600682;93600683;93600684;93600685;93600686;93600687;93600689;93600690;93600691;93600932;93600965;93600964;93604374;93604375;93600233;93600230;93600231;93604835;93604836;93604847;93604848;93604933;93604935;93605059;93604832;93605223;69200357;69200091;93600973;93600945;93600946;93600952;93600953;93600954;93600963;93600966;93600967;93600970;93600971;93604814;93600974;93600975;93604373;93604437;93605231;93605363;93605364;93605365;93605366;93600969;93606160;93606400;93600947;93606401;93606402;93606426;93606422;93606427;93606428;93606718;93608033;93608148;93610479;93610480;93610481;93610482;93610483;93610484;93610485;93610486;93610487;93610488;93610489;93610497
82,10085,93600537;93600539;93600541;93600564;93600571;93600567;93600573;93600721;93600722;93600723;93600725;93600726;93600727;93600728;93600729;93600730;93600731;93600732;93600733;93600734;93600735;93600736;93600737;93600738;93600739;93600740;93600741;93600742;93600743;93600744;93600745;93600746;93605544;93600724
83,10086,93600509;93600510;93600531;93600533;93600534;93600436;93600536;93604356;93604427;93604428;93604429;93604430;93604431;93604432;93604433;93604436;3393009;93600532;93600572;93604439;93604440;93604441;93604442;93604444;93604445;93604448;93604449;93604450;93604452;93604454;93604455;93604456;93604457;93604458;93604459;93604460;93604626;93604627;93604851;93604852;93604853;93604854;93604855;93604858;93604859;93604862;93604863;93604864;93604865;93604866;93604867;93604868;93604869;93604870;93604871;93604872;93604873;93604902;93604985;93605126;93605130;93605131;93605137;93605138;93605141;93605217;5076309;93600587;93605824;93605823;93605822;93605821;93605820;93605664;93605897;93606080;93606081;93604687;93604688;93604689;93600465;93606220;93606221;93606239;93606240;93606263;93606264;93600426;93600527;93606436;93606546;93606547;93606548;93606549;93606550;93606551;93606552;93606553;93606555;93606556;93606557;93606558;93606843;93606844;93606845;93606912;93606913;93604691;93607989;93608123;93608149
84,10087,93606862;93606877;93607988;93607990;93608105;93608123;93608149;93608150;93608159;93608172;93608173;93608179;93608181;93608184;93608185;93608186;93608196;93607884;93608208;93608215;93608222;93608234;93608249;93608286;93609022;93609239;93609000;93608382;93609812;93608563;93610475;93610476;93610477;93610496;93610497;93608360;93610448;93605836;93610946;93610945;93610947;93610948;93610949;93610950;93610951;93610952;93610953;93610954;93610969;93610970;93610971;93610972;93610973;93610974;93610975;93610976;93610979;93611001;93611002;93611003;93611004;93611005;93611009;93611010;93611011;93611012;93611013;93611014;93611015;93611016;93611017;93611018;93611019;93611020;93611022;93611026;93611027;93611028;93611029;93609432;93609221;93606819;93608661;93610746;93611044
85,10089,93600715;93600750;93600757;93600760;93600768;93600770;93600798;93600800;93600802;93600808;93600816;93600822;93600828;93600837;93600838;93600841;93600846;93600851;93600857;93600862;93600872;93600877;93600878;93600881;93600882;93600883;93600935;93605124;93605241;93605242;93605243;93605244;93605245;93605246;93605247;93605248;93605249;93605251;93605252;93605253;93605254;93605255;93605256;93605257;93605260;93605314;93605318;93605404;93605405;93605409;93605410;93605411;93605412;93605482;93605726;4390794;93605653;93605236;4414807;93604714;93605742;93604377;93604376;93604378;93604380;93604379;93604381;93604382;93604980;93604385;93604383;93605801;93605816;93605835;93605836;93605843;93605848;93605849;93605850;93605851;93605852;93605854;93605855;93604791;93605573;93605935;93605936;93605937;93605938;93605939;93605940;93605941;93605942;93605583;93605943;93605944;93605945;93605946;93605947;93605948;93605949;93605951;93605952;93605953;93605955;93605579;93605584;93605585;93605957;93605958;93605959;93605960;93605961;93605919;93605918;93605962;93605963;93605965;93605966;93605381;93605376;93605375;93605400;93605397;93606013;93606014;93606011;93606012;93606008;93606009;93604968;93604969;93605763;93605297;93605862;93606176;93606239;93606240;93606409;93606410;93606429;93606430;93604616;93606518;93606519;93606520;93606521;93606522;93606523;93606524;93606526;93606527;93606529;93606530;93606532;93606533;93606534;93606535;93606173;93606536;93606136;93606572;93606598;93606806;93606807;93606901;93606904;93606916;93606921;93606922;93606923;93606924;93606925;93606926;93606927;93606928;93606929;93607254;93607255;93607256;93607271;93607504;93607993;93608150;93608157;93608170;93608174;93608232;93608233;93608242;93608243;93607281;93608244;93608245;93608309;93608308;93608287;93608316;93608315;93608314;93608313;93608311;93608310;93610410;93610194;93610496;93610946;93610945;93610947;93610963;93610964;93610980;93610981;93610982;93610757;93610758;93610753;93610831;93610832;93608201;93611030;93611031;93611036;93611037;93609129;93609130;93609221
86,10090,93600677;93600719;93604396;93604402;93604406;93604418;93605259;93605937;93605945
87,10091,93600632;93600633;93600634;93600635;93600636;93600637;93600638;93600639;93600643;93600644;93600658;93600659;93600660;93600661;93600665;93600668;93600669;93600670;93600671;93600672;93604933;93606422;93606427;93606428;93604935;93608033
88,10092,5107410;5167697;93600976;93600981;93600982;93600984;93600985;93600986;93600987;93600988;93600989;93600990;93600991;93600992;93600993;93600994;93600995;93600996;93600998;93600999;93604225;93604244;93604245;93604246;93604247;93604282;93604285;93604287;93604288;93604319;93604894;93604965;93605568;93606135;93606450;93606919;93606920;93608112
89,10093,5167697;93600977;93600998;93600999;93604232;93604233;93604234;93604235;93604236;93604241;93604244;93604245;93604246;93604247;93604248;93604249;93604252;93604254;93604255;93604256;93604257;93604258;93604259;93604260;93604261;93604263;93604304;93604305;93604307;93604308;93604309;93604289;93604310;93604315;93604316;93604317;93604318;93604319;93604326;93604331;93604894;93604988;93604989;93604998;93604999;5107410;93605568;93605668;93606135;93606174;93606831;93606919;93606920;93608008
90,10094,93600926;93600932;93600972;93600889;93604799;93604813;93604818;93604819;93604820;93604821;93604822;93604823;93604824;93604825;93604826;93604827;93604828;93604894;93605067;93604716;93605318;93605572;93606721;93606863;93607281;93607282;93607540;93607857;93608309;93608287;93600651
91,10095,93600889;93604388;93604389;93604390;93604391;93604392;93604395;93604396;93604397;93604398;93604399;93604400;93604401;93604402;93604403;93604404;93604405;93604406;93604408;93604409;93604410;93604411;93604412;93604413;93604414;93604418;93604419;93604420;93604421;93604422;93604423;93604425;93605160;93605601;93605159;93605635
92,10096,5107410;93600999;93604319;93604568;93604569;93604577;93604588;93606919;93606920
